sample_id,input_vcf,reference,regions_bed,args,cpus
chr21,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,
chr21_passonly,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--pass-only
chr21_no_fixchr,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--no-fixchr
tiny_default,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_somatic,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--somatic
tiny_set_gt_half,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--somatic --set-gt half
tiny_set_gt_hemi,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--somatic --set-gt hemi
tiny_set_gt_het,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--somatic --set-gt het
tiny_set_gt_hom,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--somatic --set-gt hom
tiny_set_gt_first,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--somatic --set-gt first
tiny_set_gt_then_somatic,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--set-gt first --somatic
tiny_convert_gvcf,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--convert-gvcf-to-vcf
tiny_no_normalize,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--no-leftshift --no-decompose --gender none
tiny_filters_only,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--filters-only LowQ --no-leftshift --no-decompose --gender none
tiny_window_size,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,-w 4096
tiny_switch_precedence,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--no-leftshift -L --no-decompose --decompose
tiny_gender_auto,local:assets/fixtures/pre-gender.vcf,local:assets/fixtures/pre-gender.fa,local:assets/fixtures/pre-gender.bed,--gender auto
tiny_gender_half_call,local:assets/fixtures/pre-gender-half.vcf,local:assets/fixtures/pre-gender.fa,local:assets/fixtures/pre-gender.bed,--gender auto
tiny_gender_male,local:assets/fixtures/pre-gender.vcf,local:assets/fixtures/pre-gender.fa,local:assets/fixtures/pre-gender.bed,--gender male
tiny_gender_female,local:assets/fixtures/pre-gender.vcf,local:assets/fixtures/pre-gender.fa,local:assets/fixtures/pre-gender.bed,--gender female
tiny_fixchr_precedence,local:assets/fixtures/pre-gender.vcf,local:assets/fixtures/pre-gender.fa,local:assets/fixtures/pre-gender.bed,--no-fixchr --fixchr --gender female
tiny_bcftools_norm,local:assets/fixtures/pre-norm.vcf,local:assets/fixtures/pre-norm.fa,local:assets/fixtures/pre-norm.bed,--bcftools-norm --no-leftshift --no-decompose --gender none
tiny_bcftools_norm_default,local:assets/fixtures/pre-norm.vcf,local:assets/fixtures/pre-norm.fa,local:assets/fixtures/pre-norm.bed,--bcftools-norm --gender none
tiny_bcf_output,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--bcf
tiny_verbose_log,local:assets/fixtures/pre-somatic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--verbose --logfile pre.log --force-interactive
tiny_symbolic_del,local:assets/fixtures/pre-symbolic-del.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_edge_alleles,local:assets/fixtures/pre-edge-alleles.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_multisample_star_phase,local:assets/fixtures/pre-multisample-star-phase.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_symbolic_types,local:assets/fixtures/pre-symbolic-types.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_breakend_forms,local:assets/fixtures/pre-breakend-forms.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_gvcf_edge,local:assets/fixtures/pre-gvcf-edge.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,--convert-gvcf-to-vcf
tiny_ploidy_format,local:assets/fixtures/pre-ploidy-format.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_boundaries,local:assets/fixtures/pre-boundary.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
tiny_boundary_symbolic,local:assets/fixtures/pre-boundary-symbolic.vcf,local:assets/fixtures/tiny.fa,local:assets/fixtures/tiny.all.bed,
matrix_location_postfix,local:assets/fixtures/pre-matrix/fixchr.vcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/all.bed,--fixchr -l chr1:2-2 --no-leftshift --no-decompose --gender none
matrix_fixchr_auto,local:assets/fixtures/pre-matrix/fixchr.vcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/all.bed,--no-leftshift --no-decompose --gender none
matrix_fixchr_disabled,local:assets/fixtures/pre-matrix/fixchr.vcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/all.bed,--no-fixchr --no-leftshift --no-decompose --gender none
matrix_region_end_overlap,local:assets/fixtures/pre-matrix/end-span.vcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/end-boundary.bed,--no-leftshift --no-decompose --gender none
matrix_target_start_only,local:assets/fixtures/pre-matrix/end-span.vcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/end-boundary.bed,-T end-boundary.bed --no-leftshift --no-decompose --gender none
matrix_filters_any_unexcluded,local:assets/fixtures/pre-matrix/filters.vcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/all.bed,--filters-only LowQ --no-leftshift --no-decompose --gender none
